bucket,sentiment,score,sentence
community,negative,0.996669352054596,so gif was a dangerous trap for a large part of our community.
commerce,negative,0.9980413913726807,"well, this patent holder sued a bunch of companies, and if there was a decision, it would have said who was right."
commerce,negative,0.9993900060653687,"i once got a letter from somebody whose family business was making casino games, which were of course computerized, and he had been threatened by a patent holder who wanted to make his business shut down."
commerce,negative,0.9997697472572327,"in any case, i was unable to suggest anything he could do to help himself, and he had to shut down his business."
commerce,positive,0.8607320189476013,those are the megacorporations.
commerce,negative,0.9982863068580627,"in any field the megacorporations generally own about half the patents, and they cross-license each other, and they can make anybody else cross-license if he's really producing anything."
commerce,negative,0.9691118597984314,"they said that one of the benefits was that they collected money, but the main benefit, which they said was perhaps an order of magnitude greater, was ""getting access to the patents of others,"" namely cross-licensing."
commerce,negative,0.8986985683441162,"that's why the megacorporations in general want software patents, because they know that by cross-licensing, they will have a sort of exclusive club on top of a mountain peak."
commerce,negative,0.997800886631012,"you know, if you're a genius, you might start up a small company and get some patents, but you'll never get into ibm's league, no matter what you do."
commerce,negative,0.9997822642326355,"now a lot of companies tell their employees, ""get us patents so we can defend ourselves"" and they mean, ""use them to try to get cross-licensing,"" but it just doesn't work well."
commerce,negative,0.9943057894706726,"on the other hand, sooner or later, somebody in the company is going to notice that this patent is actually pointing at some people, and [the company] could threaten them and squeeze money out of them—never mind that those people didn't attack this company."
commerce,positive,0.9969366788864136,"so if your employer says to you, ""we need some patents to defend ourselves, so help us get patents,"" i recommend this response: boss, i trust you and i'm sure you would only use those patents to defend the company if it's attacked."
commerce,negative,0.969598650932312,but i don't know who's going to be the ceo of this company in five years.
commerce,negative,0.9994879961013794,so i really can't trust the company's word to only use these patents for defense unless i get it in writing.
commerce,negative,0.9472754597663879,"please put it in writing that any patents i provide for the company will only be used for self-defense and collective security, and not for repression, and then i'll be able to get patents for the company with a clean conscience."
commerce,positive,0.973640501499176,"it would be most interesting to raise this not just in private with your boss, but also on the company's discussion list."
commerce,negative,0.9994615912437439,"the other thing that could happen is that the company could fail and its assets could be auctioned off, including the patents; and the patents will be bought by someone who means to use them to do something nasty."
commerce,positive,0.9942360520362854,"and now that it's ready, he wants to start a business and mass-produce this thing; and because his idea is so good his company will inevitably succeed—except for one thing: the big companies will compete with him and take all his market the away."
commerce,negative,0.9992619156837463,"and because of this, his business will almost certainly fail, and then he will starve."
commerce,positive,0.9987994432449341,but anyway the next supposition is that he's going to start a business and that it's going to succeed.
commerce,negative,0.9683002829551697,"well, just because he's a brilliant engineer doesn't mean that he's any good at running a business."
commerce,negative,0.999765932559967,"most new businesses fail; more than 95 percent of them, i think, fail within a few years."
commerce,positive,0.999504566192627,"ok, let's assume that in addition to being a brilliant engineer who came up with something great by himself, he's also talented at running businesses."
commerce,positive,0.9807106852531433,"if he has a knack for running businesses, then maybe his business won't fail."
commerce,positive,0.9996708631515503,"after all, not all new businesses fail, there are a certain few that succeed."
commerce,negative,0.9984880685806274,"well, if he understands business, then instead of trying to go head to head with large companies, he might try to do things that small companies are better at and have a better chance of succeeding."
commerce,negative,0.9973351359367371,"if he's so brilliant and has a knack for running businesses, i'm sure he won't starve, because somebody will want to give him a job."
commerce,negative,0.998871386051178,"now since we've assumed that our genius understands business, he's going to realize that he has no choice."
commerce,negative,0.9958447813987732,"the patent might ""protect"" him from competition from you or me, but not from ibm—not from the very megacorporations which the scenario says are the threat to him."
commerce,negative,0.9995558857917786,you know in advance that there's got to be a flaw in this reasoning when people who are lobbyists for megacorporations recommend a policy supposedly because it's going to protect their small competitors from them.
commerce,negative,0.9990110397338867,"even ibm can't always do this, because there are companies that we refer to as patent trolls or patent parasites, and their only business is using patents to squeeze money out of people who really make something."
commerce,negative,0.9817672371864319,"but ibm figures, ""our competition will have to pay them too; this is just part of the cost of doing business, and we can live with it."""
commerce,positive,0.9091614484786987,"ibm and the other megacorporations figure that the general dominion over all activity that they get from their patents is good for them, and paying off the trolls they can live with."
commerce,negative,0.9991445541381836,"if someone offered me a patent license for a payment of one-millionth of a dollar per copy, the total amount of money i'd have to pay maybe is in my pocket now."
commerce,positive,0.9635633230209351,"and the reason that we've been able to develop so much freedom-respecting software is [that] we can develop software without money, but we can't pay a lot of money without money."
commerce,negative,0.9995779395103455,"it might cost you a lot of money to go through this case, and as a result, a probably invalid patent is a very frightening weapon to be threatened with if you don't have a lot of money."
commerce,negative,0.9976022839546204,"people in business say that this scenario is amusing but absurd, because your business would fail long before you got there."
commerce,negative,0.9997602105140686,they told me that two or three such licenses would make your business fail.
commerce,positive,0.9861940741539001,these only restrict companies that make cars; they don't restrict you and me.
commerce,negative,0.9608687162399292,big companies can even do this themselves.
commerce,negative,0.9876435995101929,now i've heard it said that the reason new zealand is considering software patents is that one large company wants to be given some monopolies.
commerce,negative,0.9984613656997681,to restrict everyone in the country so that one company will make more money is the absolute opposite of statesmanship.
commerce,negative,0.9968157410621643,other people developed programs because they wanted money.
commerce,negative,0.9996781349182129,"software patents threaten them, too, and still threaten them, because you're not going to make any money if patent holders demand that you give it all to them, or if they make you shut down."
commerce,negative,0.9993318915367126,"they're more likely to belong to lots of others, and half of them to the megacorporations, and they can then all sue you."
commerce,negative,0.9988211989402771,"q. if i'm writing software for commercial purposes, do i get good protection by treating it as a black box and keeping it secret?"
commerce,positive,0.9108460545539856,"but what you are seeing there, more generally, is an example of the general corruption of our society by putting commercial aims above all others."
commerce,negative,0.9858065247535706,"now i'm not a communist and i don't want to abolish business, but when it becomes business above all, every aspect of life oriented towards business, that is dangerous."
commerce,negative,0.9972981810569763,"q. so richard, if you talk to the foundation, perhaps you might propose that there are better ways for a small country like new zealand to make money on software."
commerce,negative,0.9973378777503967,a. software patents don't help anybody make money out of software.
commerce,negative,0.9715304970741272,but patent offices often respond to lobbying from megacorporations through wipo.
commerce,positive,0.5302834510803223,"wipo gets a lot of its funds from megacorporations, and uses those funds to bring officials from patent offices to idyllic resort destinations for training."
commerce,negative,0.9924731254577637,"everybody involved in software development and distribution and use, except the ones in the megacorporations, when they see how dangerous software patents are, they will get behind total rejection of software patents."
commerce,negative,0.9924851059913635,but these things don't stay dead; there are companies that have full-time staff looking for some way they can subvert some country or other.
community,negative,0.9993190765380859,q. is there any real hard data around what happens in economic terms in the innovation communities in countries that have essentially no software patents?
commerce,negative,0.9769262671470642,"i support both solutions; that is to say, i favor adopting either one.] record company magnates don't like the digital audio tape recorder (dat), which can make perfect copies of musical recordings."
commerce,positive,0.7480807304382324,"this fee is to be divided among various participants in the music business: musicians, composers, music publishers and record companies."
commerce,positive,0.8737354874610901,now the record companies have asked congress to enact a law turning this fee into a tax and prohibiting manufacture of dat tapedecks that function without imposed limitations.
commerce,negative,0.9981478452682495,"however, 57 percent of the funds collected would go to record companies and music publishers—leaving less than half to the people who participate in the creative process."
commerce,negative,0.9978522062301636,"road construction is expensive, and citizens have other uses for their money."
commerce,positive,0.9964237809181213,"by spending more money, you can buy a bigger and fancier house."
commerce,negative,0.9989687204360962,"if the purpose of the dat tax is to better reward musicians and composers, then all the money collected should go to them—not just 43 percent."
commerce,negative,0.6045441627502441,"in principle, we could do without record companies entirely."
commerce,positive,0.9920885562896729,"record companies do provide a useful service: they distribute prerecorded copies of music, usually of high quality."
commerce,negative,0.9995318651199341,the record companies contribute only incidentally and their role is not essential.
commerce,negative,0.9816670417785645,the record company proposal would divide the money in proportion to record sales.
commerce,negative,0.9919672608375549,"the effect of tapering off will be to spread the money more widely, supporting more musicians at an adequate standard of living."
commerce,negative,0.9741510152816772,"since this is tax money, a government agency should collect the tax and distribute the funds."
commerce,negative,0.9958957433700562,the record company proposal includes a requirement to make it difficult for home listeners to make copies.
commerce,positive,0.9594208598136902,home copying is more efficient than record companies and record stores; music lovers should be encouraged to use home copying as much as possible.
commerce,negative,0.999042809009552,"this is already unsatisfactory for musicians who distribute independently without the help of record companies; and if any musicians need additional support, these are the ones."
commerce,negative,0.9991376399993896,"the record companies have proposed an excellent scheme for taxing the public to increase their own income, but this isn't a legitimate purpose of copyright."
commerce,negative,0.9954500794410706,"however, the same method can support musicians and other artists in a world where sharing copies on the internet has been legalized.] record company lobbyists are working hard to pass their form of dat tax."
commerce,negative,0.587619960308075,this article proposes an alternative to the record company plan.
commerce,negative,0.9995853304862976,"in order for this alternative, or any alternative, to have a chance, we must first prevent the hasty adoption of the record company plan."
commerce,negative,0.9864345788955688,"to help accomplish this, please write letters to: congressman barney frank 437 cherry st west newton, ma 02165 senator metzenbaum united states senate washington, dc 20510 house subcommittee on intellectual property house of representatives washington, dc 20515 urge congress to reject the record company bill so that this and other alternatives can be properly considered."
commerce,positive,0.9976195693016052,"many musicians prefer this alternative to the record company tax plan, and they are strongly motivated to act on their concern."
community,positive,0.9986624717712402,"(this is the freedom to contribute to your community.) when software is free/libre, the users control what it does."
commerce,negative,0.9969778060913086,"some of them misinterpret free/libre software as ""gratis software""; others understand the term correctly, but either way they claim that businesses will never want to develop such software."
commerce,negative,0.9720219969749451,"thousands of programmers write useful free software as volunteers.21 companies such as red hat, ibm, oracle, and google pay programmers to write free software."
commerce,negative,0.8494170904159546,"alexandre zapolsky of the free software business event paris capitale du libre (www.paris-libre.org) said in 2007 that the free software companies of france had over 10,000 employees."
commerce,negative,0.9916337728500366,"most computer users use proprietary software, and are accustomed to letting a few companies control their computing."
commerce,negative,0.9315901398658752,"if you are one of them, you may have accepted the view that it is normal and proper for those companies, rather than you, to have control."
commerce,negative,0.7884249687194824,copyright was established in the age of the printing press as an industrial regulation on the business of writing and publishing.
commerce,positive,0.9988003969192505,but there is a minimum freedom that the public must have for all published works: the freedom to share exact copies noncommercially.
commerce,negative,0.9666460156440735,not so where corporations have more political power than the public.
commerce,negative,0.9423288702964783,"the entertainment companies' lobby is determined to prevent the public from taking advantage of the power of their computers, and has found copyright a suitable tool."
commerce,negative,0.9959346055984497,"in the us, the record companies' legal arm (the riaa) regularly sues teenagers for hundreds of thousands of dollars, and one sharer was fined almost two million.28 the french government recently passed a law (hadopi) to abolish the principle of due process of law, by punishing internet users with disconnection on the mere accusation of copying."
commerce,negative,0.97101229429245,some would like to go even further: a uk member of parliament proposed ten years' imprisonment for noncommercial sharing.
commerce,negative,0.9974675178527832,the corporations that profit most from copyright legally exercise it in the name of the authors (most of whom actually gain little).
commerce,negative,0.9992165565490723,"under the dmca, any program that could be used to break digital handcuffs is banned unless it has other comparably important ""commercially significant"" uses."
commerce,negative,0.9997454285621643,"(the denial of validity to any other kind of significance, such as social or ethical significance, explicitly endorses business' domination of society.) practically speaking, the limited right to disobey your software jailer is meaningless since the means to do so is not available."
commerce,positive,0.9992456436157227,the average price paid per song was earlier reported to be more than the $.99 that the major record companies charge.36 bestsellers also can still do well without stopping people from sharing.
commerce,negative,0.9882479310035706,"in 2008, nine inch nails released an album with permission to share copies and made 750,000 dollars in a few days.37 even hampered by today's inconvenient methods of sending money to artists, voluntary contributions from fans can support them."
commerce,positive,0.9843117594718933,"kevin kelly, former editor of wired magazine, estimates the artist need only find approximately 1,000 true fans in order to earn a living from their support.38 but when computer networks provide an easy anonymous method for sending someone a small amount of money, without requiring a credit card, voluntary support for artists will become far more effective."
commerce,negative,0.9990346431732178,"another way to support the arts is with tax funds: perhaps with a special tax on blank media or internet connectivity, or with general revenue.39 if this is to succeed in supporting artists, the state should distribute the tax money directly and entirely to them, and make sure it cannot under any pretext be taken from them by publishers such as record companies."
commerce,negative,0.9996076226234436,"the state should not distribute this tax money in linear proportion to popularity, because that would give most of it to superstars, leaving little to support all the other artists."
commerce,negative,0.9988746047019958,"with cube root, if superstar a has 1000 times the popularity of successful artist b, a will get 10 times as much money as b. (a linear system would give a 1000 times as much as b.) this way, although each superstar still gets a larger share than other artists, the superstars together will get only a small fraction of the funds, so that the system can adequately support a large number of fairly popular artists."
commerce,negative,0.9990525841712952,"the system would then distribute the rest of the money on the basis of that popularity, using a cube-root or similar tapering-off function."
commerce,negative,0.9746336936950684,"to make copyright acceptable in the network age, noncommercial copying and sharing of published works should be legal."
commerce,negative,0.9980009198188782,"commercial use of drm should be prohibited, and independently developed free software to access drm formats should be lawful."
commerce,positive,0.969763994216919,"for works that state your thoughts or observations, and artistic works, the license should permit at least noncommercial redistribution of exact copies; any creative commons license is suitable."
commerce,negative,0.5688693523406982,"stallman has shown reasoned opposition not only to the current trends of patenting other people's work and trivial new developments, but also to the patentability of mathematical algorithms and business methods."
commerce,positive,0.9960747957229614,"last year, acting secretary of commerce robert l. mallett appointed an initial complement of nine to the committee: six lawyers, two patent-holding inventors and two professors."
commerce,negative,0.9456043839454651,department of commerce united states patent and trademark office [docket no.
commerce,negative,0.8457767367362976,"000317075103502] rin 0651 xx22 public advisory committees agency: united states patent and trademark office, commerce."
commerce,positive,0.9402974843978882,"supplementary information: under the act, the then-acting secretary of commerce appointed members to the two patent and trademark public advisory committees on july 13, 2000."
commerce,positive,0.8829860687255859,"the advisory committees' duties include: review and advise the director of the uspto on matters relating to policies, goals, performance, budget, and user fees of the uspto relating to patents and trademarks, respectively; and within 60 days after the end of each fiscal year: (1) prepare an annual report on the matters listed above; (2) transmit the report to the secretary of commerce, the president, and the committees on the judiciary of the senate and the house of representatives; and (3) publish the report in the official gazette of the uspto."
commerce,positive,0.9756484627723694,members of the patent and trademark public advisory committees are appointed by and serve at the pleasure of the secretary of commerce for three (3)-year terms.
commerce,positive,0.9987161159515381,"advisory committees the public advisory committees are each composed of nine (9) voting members who are appointed by the secretary of commerce (the ""secretary"") and who have ""substantial backgrounds and achievement in finance, management, labor relations, science, technology, and office automation."""
commerce,negative,0.9698179364204407,"as required by the act, members of the patent and trademark public advisory committees will receive compensation for each day, including travel time, while the member is attending meetings or engaged in the business of that advisory committee."
commerce,negative,0.5100895762443542,"while away from home or regular place of business, each member will be allowed travel expenses, including per diem in lieu of subsistence, as authorized by section 5703 of title 5, united states code."
commerce,negative,0.9923864603042603,the following additional information assumes that members are not engaged in public advisory committee business more than sixty days during each calendar year: each member will be required to file a confidential financial disclosure form within thirty (30) days of appointment.
commerce,positive,0.9912089109420776,nominees must also have the ability to participate in committee business through the internet.
commerce,positive,0.9882594347000122,"nicholas p. godici, acting under secretary of commerce for intellectual property and acting director of the united states patent and trademark office."
community,positive,0.988361656665802,"they have contributed to the free software community in practical ways, but they stand for very different views."
community,positive,0.9996654987335205,"we are grateful for this contribution to the free software community, and we look forward to more of the same.] with the recent founding of fsf-europe, and the coming inauguration of fsf-india, the free software movement is going stronger than ever."
community,positive,0.9912495613098145,please don't lump us in with the other movement in our community.
commerce,positive,0.5733102560043335,"stallman once upon a time, in the age of the printing press, an industrial regulation was established to cover the business of writing and publishing."
commerce,positive,0.9044789671897888,"if it raised the price of a book a small amount, that was only money; it did not contort readers' way of life."
commerce,negative,0.9974247217178345,"by legalizing the noncommercial copying of e-books, we can turn copyright back into the industrial regulation it once was."
commerce,negative,0.9994588494300842,"eventually, when computer networks provide an easy way to send someone a small amount of money, the whole rationale for restricting verbatim copying will go away."
commerce,negative,0.9975964426994324,i couldn't do that with most commercial e-books.
commerce,negative,0.9940244555473328,"the money should be collected by the state and distributed according to law, not given to a private collecting society; it should be divided among all authors, and we mustn’t let companies take any of it from them; and the distribution of money should be based on a sliding scale, not in linear proportion to popularity."
commerce,negative,0.9996381998062134,"(i mean non-commercial redistribution of exact copies.) so sharing ought to be legal, and preventing sharing is no excuse to make e-books into handcuffs for readers."
commerce,negative,0.8446751832962036,this version incorporates parts of that editing while restoring parts of the original text.
commerce,positive,0.9927196502685547,"this brief is filed on behalf of the free software foundation, a charitable corporation with its main offices in boston, massachusetts.[1] the foundation believes that people should be free to study, share and improve all the software they use, as they are free to share and improve all the recipes they cook with, and that this right is an essential aspect of the system of free expression in a technological society."
commerce,negative,0.9618688225746155,"the use by queen elizabeth of letters patent monopolizing certain trades as a means of raising money from bidders for monopoly profits gave rise to the case of darcy v. allen, (the case of monopolies), 11 co."
commerce,negative,0.9906111359596252,"when our predecessors in the struggle for constitutional liberty perceived a danger from corruption in the grant of monopolies, the danger they apprehended was from the executive, which might use its power to grant such monopolies to raise money independent of the legislature."
commerce,positive,0.9994322657585144,"this is a transformative enterprise; it shows how in the new, networked society traditional ways of doing business can be displaced by completely different models of production and distribution."
commerce,negative,0.9936469197273254,but most proprietary software companies want more power than copyright alone gives them.
commerce,negative,0.9921817779541016,"these companies say their software is ""licensed"" to consumers, but the license contains obligations that copyright law knows nothing about."
commerce,negative,0.9920457601547241,"an entire industry grew up around free software, all of whose participants understood the overwhelming importance of the gpl—no one wanted to be seen as the villain who stole free software, and no one wanted to be the customer, business partner, or even employee of such a bad actor."
commerce,negative,0.9996894598007202,"""why would you want to pay serious money,"" we have asked, ""for software that infringes our license and will bog you down in complex legal problems, when you can have the real thing for free?"""
commerce,negative,0.985623836517334,"(linux, the kernel, had been found by dan ravicher to contain 283 such ideas, and was estimated to be .25% of the whole system at the time.) the consequences are becoming manifest now in the us, but multinational companies have long lobbied to spread software patents around the world."
commerce,negative,0.9953022003173828,"the volunteer activists drifted away, thinking the battle won, but the corporate lobbyists for software patents were paid to stay on the job."
commerce,negative,0.6990059018135071,the epo could thus tie european business and computer users in knots to its heart's content.
commerce,negative,0.9973464012145996,"in a country that allows software patents, chances are that some substantial fraction of the ideas in your program will be patented already by various companies."
community,negative,0.9984858632087708,"if you ask for the computer-using community's help in searching for prior publication of the same idea, to use as evidence to overturn a patent, we should all respond with whatever useful information we might have."
community,negative,0.8562101721763611,the two political camps in the free software community are the free software movement and open source.
community,negative,0.9973178505897522,"a researcher studying practices and methods used by developers in the free software community decided that these questions were independent of the developers' political views, so he used the term ""floss,"" meaning ""free/libre and open source software,"" to explicitly avoid a preference between the two political camps."
commerce,negative,0.7824235558509827,the phone company is accumulating a giant list of places that the user has been.
commerce,negative,0.9992654919624329,"a german mp in the green party [correction: malte spitz is on the staff of the green party, not an elected official] asked the phone company to give him the data it had about where he was."
commerce,negative,0.9991031885147095,no company should be allowed to do this.
community,positive,0.9998034834861755,freedom 3 is the freedom to contribute to your community.
commerce,negative,0.9889205098152161,"in particular, if a program is free, that means it can be modified and distributed commercially, because commerce is an area of life, an activity in life."
commerce,negative,0.9973403811454773,"not for technical motivations, not for commercial motivations."
commerce,negative,0.99945467710495,"and then, when they graduate, they're still dependent and, you know, the company is not going to offer them gratis copies."
commerce,positive,0.5124658346176147,and some of them get jobs and go to work for companies.
commerce,negative,0.9982461929321289,and those companies are not going to be offered gratis copies.
commerce,negative,0.998619556427002,"but the abuse of showing the data to someone you don't want it to be shown to is very common and almost impossible for you to prevent, especially if it's a us company."
commerce,negative,0.9963758587837219,"you see, the most hypocritically named law in us history, the so-called usa patriot act, says that big brother's police can collect just about all the data that companies maintain about individuals."
commerce,positive,0.9010043144226074,"not just companies, but other organizations too, like public libraries."
commerce,negative,0.999795138835907,so you mustn't ever trust any of your data to a us company.
commerce,negative,0.9744488000869751,and they say that foreign subsidiaries of us companies are subject to this as well.
commerce,negative,0.9987695813179016,"so the company you're directly dealing with may be in europe, but if it's owned by a us company, you've got the same problem to deal with."
commerce,negative,0.9938606023788452,"basically, stallman's law says that, in an epoch when governments work for the mega-corporations instead of reporting to their citizens, every technological change can be taken advantage of to reduce our freedom."
commerce,negative,0.9990467429161072,imagine if you had a conversation with somebody through a voice-recognition translation system that was software as a service and it's really running on a server belonging to some company.
commerce,positive,0.9897171258926392,"well, that company also gets to know what was said in the conversation, and if it's a us company that means big brother also gets to know."
commerce,negative,0.9984248876571655,"now, if this program is proprietary, that means some company controls it."
commerce,negative,0.9979191422462463,"well, this company then could rig the election."
commerce,negative,0.9945302605628967,"and since they are businesses, governments which have betrayed their people and work for the empire of mega-corporations try to serve those businesses, they are against their own people, they are for the businesses, for the publishers."
commerce,negative,0.9940635561943054,"and with the help of these governments, the companies have been waging war on sharing, and they've proposed a series of cruel draconian measures."
commerce,negative,0.9933212399482727,"well, the movie companies didn't leave it there."
commerce,positive,0.799238920211792,"the directive only says that commercial distribution has to be banned, but just about every country in the european union has adopted a nastier law."
commerce,negative,0.9990966320037842,the other artists are getting crushed into the ground by the heels of these same companies.
commerce,positive,0.9991999268531799,"if a star threatens to move to another company, the company says: ""oh, we'll give you what you want."""
commerce,negative,0.9991598129272461,"so the superstars have been corrupted by the millions of dollars or euros that they get, to the point where they'll do almost anything for more money."
commerce,negative,0.9995155334472656,[laughter] just don't give her any money!
commerce,negative,0.9997616410255432,"so, i don't have much respect for stars who will go to such lengths for more money."
commerce,positive,0.9937775135040283,"but most artists aren't like that, they never got enough money to be corrupted."
commerce,negative,0.7200412154197693,"and so, when these companies demand to expand the war on sharing, supposedly for the sake of the artists, i'm against what they want but i would like to support the artists better."
commerce,negative,0.9961418509483337,one method uses tax money.
commerce,negative,0.6106076240539551,"ok, we get a raw popularity figure for each artist, how do we convert that into an amount of money?"
commerce,negative,0.9888850450515747,"well, the obvious way is: distribute the money in proportion to popularity."
commerce,negative,0.999783456325531,"so if a is a thousand times as popular as b, a will get a thousand times as much money as b. that's not efficient distribution of the money."
commerce,negative,0.9997938275337219,it's not putting the money to good use.
commerce,negative,0.9978073239326477,"you see, it's easy for a star a to be a thousand times as popular as a fairly successful artist b. and if we use linear proportion, we'll give a a thousand times as much money as we give b. and that means that, either we have to make a tremendously rich, or we are not supporting b enough."
commerce,negative,0.9997606873512268,"well, the money we use to make a tremendously rich is failing to do an effective job of supporting the arts; so, it's inefficient."
commerce,negative,0.9798367619514465,so the use of the cube root shifts a lot of the money from the stars to the artists of moderate popularity.
commerce,negative,0.999106228351593,"and that means, with less money we can adequately support a much larger number of artists."
commerce,negative,0.9995521903038025,there are two reasons why this system would use less money than we pay now.
commerce,negative,0.992116391658783,"first of all because it would be supporting artists but not companies, second because it would shift the money from the stars to the artists of moderate popularity."
commerce,positive,0.5169299840927124,"now, it would remain the case that the more popular you are, the more money you get."
commerce,negative,0.99224454164505,"that's one method, and because it won't be so much money it doesn't matter so much how we get the money."
commerce,negative,0.9984506368637085,"we won't care because it won't be so much money, much less than we're paying now."
commerce,negative,0.9968075752258301,a lot of people would send it; after all it's not that much money.
commerce,positive,0.9140263795852661,"but nothing would demand this, you wouldn't be required or ordered or pressured to send the money; you would do it because you felt like it."
commerce,positive,0.9997723698616028,"and it's good that they won't give it, we don't have to squeeze money out of poor people to support the artists."
commerce,negative,0.9992875456809998,"if you want to collect money to support your cause, you can just have a can and people could put money into the can."
commerce,negative,0.9966101050376892,"for instance if want to distribute a text on the internet, you need companies to help you do it."
commerce,negative,0.9990886449813843,"so if you want to have a website, you need the support of an isp or a hosting company, and you need a domain name registrar."
commerce,negative,0.9876168370246887,"and if you want to receive money, you can't just hold out a can."
commerce,negative,0.9959473013877869,you need the cooperation of a payment company.
commerce,negative,0.9675620198249817,"then, there were the payment companies."
commerce,negative,0.9993755221366882,"the us went to paypal and said: ""stop transferring money to wikileaks or we'll make life difficult for you."""
commerce,negative,0.9997559189796448,others started collecting money on wikileaks' behalf and their accounts were shut off too.
commerce,negative,0.9994215965270996,"there's a company in iceland which began collecting money on behalf of wikileaks, and so visa and mastercard shut off its account; it couldn't receive money from its customers either."
commerce,negative,0.9987284541130066,"and now, that business is suing visa and mastercard apparently, under european union law, because visa and mastercard together have a near-monopoly."
commerce,negative,0.9599573016166687,"and they couldn't shut off your telephone line because the phone company doesn't like what you said, or because some powerful entity didn't like what you said and threatened the phone company."
community,negative,0.9913215041160583,"that wasn't the first time this sort of thing has happened, and (to our community's great loss) it was far from the last."
commerce,negative,0.9948333501815796,"redistribution (including commercial redistribution) must be permitted, so that the manual can accompany every copy of the program, on line or on paper."
community,negative,0.9989839196205139,"a manual which forbids programmers from being conscientious and finishing the job, or more precisely requires them to write a new manual from scratch if they change the program, does not fill our community's needs."
community,positive,0.997887909412384,"in other words, they don't block the free software community from making full use of the manual."
community,negative,0.9996321201324463,"however, it must be possible to modify all the technical content of the manual, and then distribute the result through all the usual media, through all the usual channels; otherwise, the restrictions do block the community, the manual is not free, and so we need another manual."
commerce,positive,0.9908258318901062,"we can also encourage commercial publishers to sell free, copylefted manuals instead of proprietary ones."
commerce,negative,0.9966096878051758,"for hardware, this confusion tends to go in the other direction; hardware costs money to produce, so commercially made hardware won't be gratis (unless it is a loss-leader or a tie-in), but that does not prevent its design from being free/libre."
commerce,negative,0.9969443678855896,"the equivalence falls apart, however, when the software implementation is not totally internal and some company can modify that code."
commerce,negative,0.9839153289794922,"multiple companies can fabricate one, which reduces dependence on a single vendor."
commerce,negative,0.9995205402374268,"as common commercial hardware is increasingly designed to subjugate users, it becomes increasingly incompatible with free software, because of secret specifications and requirements for code to be signed by someone other than you."
commerce,negative,0.9164898991584778,"if you use hardware, please join in urging and pressuring companies to make hardware designs free."
commerce,negative,0.9938464760780334,"however, if a design at one level combines free and nonfree parts—for example, a ""free"" hdl circuit that incorporates proprietary ""soft cores""—we must conclude that the design as a whole is nonfree at that level."
commerce,negative,0.9984997510910034,"before producing objects commercially or in quantity, you should consult a local lawyer."
commerce,negative,0.9996198415756226,"for a 3d model, the stl format is not the preferred format for changing the design and thus is not source code, so the repository should not accept it, except perhaps accompanying real source code."
community,positive,0.9872102737426758,what we need is to recognize as a community that this is what we should do and to insist on free designs when we fabricate objects ourselves.
community,negative,0.8654272556304932,"when a program respects users' freedom and community, we call it ""free software."""
commerce,negative,0.9436995983123779,"windows, mobile phone firmware, and google chrome for windows include a universal back door that allows some company to change the program remotely without asking permission."
commerce,negative,0.990711510181427,nonfree software and saass.
commerce,positive,0.8125954270362854,nonfree software was the first way for companies to take control of people's computing.
commerce,negative,0.9979798197746277,"nowadays, there is another way, called service as a software substitute, or saass."
commerce,negative,0.8537595868110657,saass doesn't mean the programs on the server are nonfree (though they often are).
commerce,negative,0.9996947050094604,"rather, using saass causes the same injustices as using a nonfree program: they are two paths to the same bad place."
commerce,negative,0.9934914708137512,"take the example of a saass translation service: the user sends text to the server, and the server translates it (from english to spanish, say) and sends the translation back to the user."
commerce,negative,0.9865918755531311,"if you use saass, the server operator controls your computing."
commerce,negative,0.9899623394012451,"when you use proprietary programs or saass, first of all you do wrong to yourself, because it gives some entity unjust power over you."
commerce,negative,0.9887507557868958,"another harm of using nonfree programs and saass is that it rewards the perpetrator, encouraging further development of that program or ""service,"" leading in turn to even more people falling under the company's thumb."
commerce,negative,0.9909223914146423,"and they must not entrust it to a service programmed and run by an entity other than the state, since this would be saass."
community,positive,0.9996486902236938,"in the free software community, we are very much aware of the importance of the freedom to cooperate because our work consists of organized cooperation."
commerce,negative,0.9977478384971619,"saass has the same effects: if your computing is done over the web in someone else's server, by someone else's copy of a program, you can't see it or touch the software that does your computing, so you can't redistribute it or change it."
commerce,negative,0.9977685213088989,"by rejecting nonfree software on the computers we own or regularly use, and rejecting saass."
commerce,negative,0.9957152009010315,by developing free software (for those of us who are programmers.) by refusing to develop or promote nonfree software or saass.
community,negative,0.9805876612663269,"in 1998, some of the people in the free software community began using the term ""open source software"" instead of ""free software"" to describe what they do."
community,negative,0.9894235730171204,the free software movement and the open source movement are like two political camps within the free software community.
community,positive,0.9995549321174622,"we acknowledge that they have contributed to our community, but we created this community, and we want people to know this."
commerce,negative,0.9976339340209961,"they figured that by keeping quiet about ethics and freedom, and talking only about the immediate practical benefits of certain free software, they might be able to ""sell"" the software more effectively to certain users, especially business."
commerce,negative,0.9932839870452881,"the term ""open source"" is offered as a way of doing more of this—a way to be ""more acceptable to business."""
commerce,negative,0.9944196343421936,"countless companies seek to offer such temptation, and why would users decline?"
commerce,negative,0.9933731555938721,"most people involved with free software say little about freedom—usually because they seek to be ""more acceptable to business."""
community,negative,0.9997993111610413,"we are failing to keep up with the influx of free software users, failing to teach people about freedom and our community as fast as they enter it."
